year;name_municipallity;salaries;ext_time;sub_all;rent_bcl;rent_mef;publicity;activities;main_bcl;main_roads;main_other;cap_me;cap_trans;cap_build;cap_roads;cap_install;pe_land;pe_build
2010;MUNICIPALIDAD DE BELEN;536731253,87;16630713,51;24960261,13;21740359,76;18282349,88;14388034,85;56659630,98;34204776,00;40356675,40;;67586542,96;8634669,00;9243680,34;165671840,61;371934272,13;4818800,00;
2010;MUNICIPALIDAD DE BUENOS AIRES;164679969,32;5379259,58;14914772,54;;91810500,00;147000,00;0,00;2050000,00;;2525000,00;5524046,20;16461600,00;33477750,00;618094663,38;0,00;282345,62;
2010;MUNICIPALIDAD DE CARRILLO GUANACASTE;584466772,10;29307941,40;25953632,80;23286493,18;82340197,88;12138640,00;17319938,00;2381653,00;30000,00;2170500,00;2254466,14;46021120,00;7653385,48;302371344,87;930040196,15;0,00;
2010;MUNICIPALIDAD DE CARTAGO;1707845035,03;69386136,80;104985867,86;0,00;75851075,00;26158287,50;29617193,52;32029677,54;18147000,00;30804004,40;7319344,83;14853250,00;946531369,39;344240575,38;88888500,00;;
2010;MUNICIPALIDAD DE CAÑAS;283112077,69;38549248,70;12811500,00;;58416781,50;;13204402,70;5801269,50;17490642,00;3597302,50;78686880,00;32190750,00;40975250,00;2387500,00;4500000,00;;
2010;MUNICIPALIDAD DE CORREDORES;284173250,35;41992588,12;15726960,00;-1105751,50;53725000,00;4576080,00;108226,78;;;;3621901,19;32179146,00;99151950,79;48224552,00;8438071,70;0,00;
2010;MUNICIPALIDAD DE COTO BRUS;175584617,98;12302841,95;8753125,00;2200000,00;166038945,00;508453,88;200000,00;234500,00;;;2353982,00;29003800,20;;;;0,00;
2010;MUNICIPALIDAD DE CURRIDABAT;1030681006,12;9052887,09;32360603,00;16250406,00;7726400,00;60000,00;22729300,00;17951000,00;0,00;;3130463,60;1021421,28;0,00;73227149,13;0,00;0,00;
2010;MUNICIPALIDAD DE DESAMPARADOS;1164315191,21;57510475,03;116927064,11;1975000,00;56125130,00;11625910,00;10592318,01;90700811,43;8170645,40;8696290,95;202586004,88;34198890,00;72731634,50;0,00;;0,00;
2010;MUNICIPALIDAD DE DOTA;63063164,57;1101404,60;2243800,00;;;;;125908,00;;48137,30;;11440421,00;15295781,84;145810579,47;7679034,00;;
2010;MUNICIPALIDAD DE EL GUARCO;144321159,55;3113252,55;14334960,65;;56136725,20;389161,00;8288763,00;100000,00;0,00;;1287721,33;0,00;2785000,00;67496778,40;835638,32;0,00;
2010;MUNICIPALIDAD DE ESCAZU;1280905157,02;40590210,81;65673686,04;71173644,48;92678487,87;6385100,00;2488425,00;3288942,00;;24346194,84;1379612,06;33114566,00;4752500,00;372269485,76;;0,00;
2010;MUNICIPALIDAD DE ESPARZA;274526697,04;10933137,87;24192923,21;;40446060,20;0,00;12730062,37;2371000,00;;;0,00;;4980400,00;75474132,83;0,00;0,00;
2010;MUNICIPALIDAD DE FLORES;175584364,08;6878423,05;12030597,35;7366038,00;3667200,00;;1535466,40;708022,90;571173,02;4427319,10;21643435,70;;2580015,00;196123731,98;331772631,47;105000000,00;
2010;MUNICIPALIDAD DE GARABITO;648171957,90;14673914,29;15015456,00;28329436,50;34560000,00;3136540,00;9352612,10;15277237,00;0,00;;12186013,00;1800000,00;32259705,93;15855000,00;0,00;;
2010;MUNICIPALIDAD DE GOICOECHEA;976699831,94;25047299,88;71344976,76;3390000,00;34622942,63;18067571,46;1147400,06;120303146,70;16883877,20;30903964,00;67287553,05;11751000,00;109128806,90;0,00;88208584,25;0,00;
2010;MUNICIPALIDAD DE GOLFITO;295870944,23;37608007,81;5030750,00;0,00;263245370,20;438865,00;1155358,00;1000000,00;4860472,50;;;;25160531,41;15164600,00;;0,00;323400000,00
2010;MUNICIPALIDAD DE GRECIA;461157589,96;12140549,95;27146167,57;;56964205,80;3601420,00;7525945,00;5296985,20;0,00;10119905,00;735338,00;26942576,00;38893440,00;90402196,00;127637232,00;0,00;
2010;MUNICIPALIDAD DE GUACIMO;171617527,96;7572321,09;12517500,00;3780000,00;16110000,00;3386058,66;1935685,00;0,00;0,00;;0,00;;5380000,00;1158000,00;840000,00;;
2010;MUNICIPALIDAD DE GUATUSO;67690373,10;3999998,00;8358841,57;1640000,00;77523990,00;3242040,00;893414,00;750000,00;;;0,00;0,00;0,00;162120949,00;0,00;0,00;
2010;MUNICIPALIDAD DE HEREDIA;1501041652,44;59979979,73;86202828,02;0,00;27394400,00;7261422,00;39366942,65;16957615,65;;12201500,00;11922699,00;34213616,00;1186532541,20;1563696521,00;125252538,00;1174742000,00;
2010;MUNICIPALIDAD DE HOJANCHA;97278324,00;168250,00;8818122,00;1000000,00;98421750,00;455000,00;3856850,60;122000,00;;1469600,00;3004040,54;;2859054,00;;;0,00;
2010;MUNICIPALIDAD DE JIMENEZ;97042628,00;6699974,50;4049108,00;400000,00;23606100,00;;281500,00;2735900,00;39884842,00;3504600,00;0,00;;687000,00;;;0,00;
2010;MUNICIPALIDAD DE LA CRUZ GUANACASTE;227180779,25;15701807,85;11102855,70;1950000,00;37019500,00;1912770,00;395000,00;365000,00;19223600,00;;270111498,00;52982731,80;464456456,00;42349650,00;32697296,00;10000000,00;
2010;MUNICIPALIDAD DE LA UNION;673643670,21;41308448,06;74662287,07;;114834629,30;6294820,00;4091500,00;3768750,00;10949150,00;1100000,00;35063544,00;278965198,00;930000,00;404994810,39;44307555,75;0,00;
2010;MUNICIPALIDAD DE LEON CORTES;71764016,89;;2968897,72;;27494236,27;;;;0,00;;;18186478,35;41215012,51;234271218,81;64027244,90;0,00;
2010;MUNICIPALIDAD DE LIBERIA;542396470,42;28165245,50;15147648,00;0,00;64804190,80;9413000,00;15081697,98;171700,00;;500000,00;49999,90;9571139,62;7909829,00;62059281,88;208966817,78;0,00;
2010;MUNICIPALIDAD DE LIMON;883012399,84;21476083,55;34194153,39;;25680199,15;8471297,56;13245181,95;144117875,73;7070879,42;1840675,00;292428743,00;11051265,00;80000000,00;;31181721,99;;
2010;MUNICIPALIDAD DE LOS CHILES;97301415,43;3500000,00;9547260,11;8000000,00;81021960,18;95132,75;;1872909,57;;;0,00;0,00;15050008,00;178660878,00;;;
2010;MUNICIPALIDAD DE MATINA;217673199,44;6710872,61;17833641,36;;12500000,00;8658000,00;11648894,47;6993250,00;0,00;;;33000000,00;6500000,00;119000000,00;21000000,00;0,00;
2010;MUNICIPALIDAD DE MONTES DE OCA;853838657,28;920835,50;32543087,71;;9050000,00;657000,00;0,00;414100,00;;;3747951,40;13738333,00;7726045,60;175682050,05;109516400,00;;
2010;MUNICIPALIDAD DE MONTES DE ORO;118607051,64;12152881,69;10125000,00;;29772702,00;200000,00;5076977,00;11573955,00;20146800,00;11966776,00;2760000,00;;;;;0,00;
2010;MUNICIPALIDAD DE MORA;210916939,83;4462641,86;12990330,00;4753333,33;1003569,60;1013786,20;;33000,00;;;;0,00;43732730,00;3500000,00;0,00;125000000,00;
2010;MUNICIPALIDAD DE MORAVIA;634905601,24;4905747,93;33566717,15;2257500,00;119500,00;0,00;390806,90;0,00;;0,00;0,00;0,00;1974500,00;78372500,00;622730,09;0,00;
2010;MUNICIPALIDAD DE NANDAYURE;156705043,70;9684757,78;8580000,00;;50807284,00;875000,00;3245859,00;;0,00;;319600,00;;7292210,16;73248302,00;21520001,00;20000000,00;
2010;MUNICIPALIDAD DE NARANJO;318421042,55;12852427,04;15469650,00;;46683990,00;1292436,00;6957075,20;545000,00;;;350240,39;0,00;96440684,00;;620000,00;0,00;
2010;MUNICIPALIDAD DE NICOYA;328183640,89;6895452,75;33333238,50;;107003320,00;2216120,00;19952344,51;5233474,00;0,00;656036,59;5285973,77;670544,00;0,00;260320103,77;5000000,00;0,00;
2010;MUNICIPALIDAD DE OREAMUNO;265788915,91;7499944,85;20181956,53;0,00;10739500,00;697500,00;1618755,08;0,00;0,00;;29024320,00;0,00;0,00;221228180,00;0,00;15000000,00;
2010;MUNICIPALIDAD DE OROTINA;264225540,57;15505757,65;10574238,75;;5603084,00;3184000,00;4507588,92;80000,00;;;401800,00;19800000,00;30296800,00;105386225,74;66235348,00;;
2010;MUNICIPALIDAD DE OSA;317669595,01;7406924,35;14442980,00;;137022394,55;;13221799,09;1850000,00;;;449395,43;25314156,00;0,00;246324105,00;;0,00;
2010;MUNICIPALIDAD DE PALMARES;192797284,16;1983945,56;17581133,57;0,00;52875767,00;3836655,00;4946406,00;13602070,00;77049944,89;155000,00;5550793,19;;5869815,00;13379680,00;;8000000,00;
2010;MUNICIPALIDAD DE PARAISO;409830202,54;6884549,07;29348661,65;;9626000,00;0,00;16120209,93;85000,00;;;;12150000,00;55589042,00;161845278,47;0,00;8000000,00;
2010;MUNICIPALIDAD DE PARRITA;100769801,43;19939323,65;0,00;9880354,80;0,00;5927922,46;7519607,00;25440740,83;43713428,96;;;0,00;;;;;
2010;MUNICIPALIDAD DE PEREZ ZELEDON;846045782,04;54382817,00;30580041,07;22968268,80;59288758,25;1387500,00;61295737,71;3998868,92;;0,00;14526180,93;27000000,00;0,00;40605291,00;;0,00;
2010;MUNICIPALIDAD DE POAS;187311935,00;5190111,00;20033295,00;;19754500,00;303000,00;3675274,00;;;;50000,00;5375000,00;12010000,00;49570186,00;0,00;0,00;
2010;MUNICIPALIDAD DE POCOCI;609222941,15;29660435,43;53220352,37;;47189149,19;3088900,00;;0,00;;;0,00;1790000,00;9751300,00;164668048,04;1000000,00;0,00;
2010;MUNICIPALIDAD DE PUNTARENAS;932022009,03;69532551,53;55690852,77;17532770,00;174463435,45;1363402,50;17161477,53;271379,40;;0,00;95117642,72;0,00;75887701,50;74251668,42;0,00;2200000,00;
2010;MUNICIPALIDAD DE PURISCAL;174856640,66;1914398,97;8017499,50;0,00;8051775,00;450000,00;1162847,56;11300,00;;;0,00;1471562,20;3400000,00;72221696,67;0,00;0,00;
2010;MUNICIPALIDAD DE QUEPOS;482590554,71;17007573,42;28010402,92;;23343488,62;2096769,84;3712883,28;;;;;14525066,02;5829681,55;225266085,92;5363613,74;17250000,00;
2010;MUNICIPALIDAD DE SAN CARLOS;867024777,14;52647394,93;82045437,92;;119939794,60;20270481,00;49076358,61;4611562,41;;29415397,71;0,00;144707465,84;223302599,35;1141464423,49;837644218,67;12593704,40;
2010;MUNICIPALIDAD DE SAN ISIDRO DE HEREDIA;175860148,58;8367040,00;23526548,00;;23292438,76;60000,00;5458989,00;797900,00;1907150,00;;1449700,00;;48712943,00;115851282,00;2965000,00;0,00;
2010;MUNICIPALIDAD DE SAN JOSE;8934615663,33;835401068,86;177942867,26;253177189,69;817290440,11;37425971,05;37270228,46;67466224,28;6856360,00;;112285315,50;270220910,80;544673939,89;1358137569,47;8789414,40;47582765,75;0,00
2010;MUNICIPALIDAD DE SAN MATEO;94373921,91;958475,70;4765470,00;;8995140,00;255000,00;970198,00;0,00;;;0,00;0,00;0,00;3009565,00;;;0,00
2010;MUNICIPALIDAD DE SAN PABLO DE HEREDIA;228213035,97;6183586,00;12375720,00;;13720136,00;5526986,75;7876815,00;16888363,05;0,00;3044580,00;;0,00;;;;;
2010;MUNICIPALIDAD DE SAN RAFAEL DE HEREDIA;263033285,02;13700137,83;22519382,71;1000000,00;7297240,80;2209300,00;6502049,00;3139507,00;0,00;3373041,00;;21297118,00;14842870,50;111067687,10;;0,00;
2010;MUNICIPALIDAD DE SAN RAMON;484752981,31;20285229,18;20551646,50;12000000,00;46818364,00;1682000,00;9344070,88;10467212,29;;;4968625,00;17155335,70;;;20203702,33;0,00;
2010;MUNICIPALIDAD DE SANTA ANA;817624089,65;21939162,09;18244663,38;23859712,00;111607563,59;6613777,50;1484407,08;13850441,14;3376475,00;;763531,00;231053174,69;183297460,47;296672952,81;;0,00;
2010;MUNICIPALIDAD DE SANTA BARBARA DE HEREDIA;177025275,39;1958653,62;14175840,00;;;;85500,00;;;;;55381597,32;;;;0,00;
2010;MUNICIPALIDAD DE SANTA CRUZ;858734295,65;65562454,45;54532542,90;12898160,00;205080410,94;8722032,00;814152,29;9718731,27;2600000,00;;2380000,00;174796,44;0,00;179684855,69;39874258,17;814205920,00;
2010;MUNICIPALIDAD DE SANTO DOMINGO DE HEREDIA;385242026,62;38572129,16;33261895,17;;49874745,58;;17883618,83;1715500,00;1000000,00;8154285,70;21535493,00;30285380,00;85668897,00;3500000,00;115246555,78;0,00;
2010;MUNICIPALIDAD DE SARAPIQUI;195423175,75;26269739,28;29178855,55;5000000,00;45025900,00;3942450,00;29442760,54;500000,00;12421167,00;0,00;4902395,00;;252462941,20;139275239,88;52501933,71;;
2010;MUNICIPALIDAD DE SARCHI;148217010,22;7394993,26;6943502,50;0,00;2904060,00;881000,00;372250,00;;;;;19366382,85;74852000,00;;24980000,00;0,00;
2010;MUNICIPALIDAD DE SIQUIRRES;263146840,00;9504660,00;22825040,00;0,00;20204000,00;3068326,00;4470236,73;2821532,90;30480210,14;;2400000,00;85000,00;16270062,71;1197000,00;;0,00;
2010;MUNICIPALIDAD DE TALAMANCA;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;0,00;0,00;0,00;;;
2010;MUNICIPALIDAD DE TARRAZU;120737088,30;1549662,96;6514500,00;;21988000,00;1014530,34;1632356,02;;;;90475824,20;;86483588,39;249957026,49;2445250,00;8250000,00;
2010;MUNICIPALIDAD DE TIBAS;869893298,15;10295205,09;35665246,50;7737154,35;141623033,93;6228112,00;11346321,00;37413912,18;;1000000,00;22816322,90;38957766,40;73051200,25;423603792,00;32607500,00;0,00;
2010;MUNICIPALIDAD DE TILARAN;176216218,95;7878612,00;18365596,00;;12221708,89;543050,00;1440618,00;3795816,76;4339130,00;7111793,59;58927372,25;15079860,40;13364525,70;6450000,00;3045000,00;50000000,00;
2010;MUNICIPALIDAD DE TURRIALBA;480607109,83;27458998,10;24155706,70;;12754025,00;10543000,00;11709708,00;1467000,00;757000,00;;24674385,00;22778702,00;5500250,00;;;0,00;
2010;MUNICIPALIDAD DE TURRUBARES;58106836,28;1376172,60;2422236,00;;4500000,00;75000,00;703000,00;202705,00;0,00;;113250,00;0,00;20452342,08;5660369,00;7417000,00;0,00;
2010;MUNICIPALIDAD DE UPALA;164554052,13;;10515570,00;1850000,00;82870209,88;2087110,00;800000,00;230000,00;;;0,00;0,00;;426972706,18;;327125,83;
2010;MUNICIPALIDAD DE VASQUEZ DE CORONADO;647464972,09;9901386,92;24035088,40;;10810000,00;3345000,00;1398710,00;;0,00;2000000,00;1384763,70;805000,00;85779125,27;246561850,45;225360047,95;;
2010;MUNICIPALIDAD DE ZARCERO;121884247,00;6935750,00;3799196,00;;6985116,00;692420,00;949850,00;1229954,25;0,00;7696015,00;15927817,76;21350000,00;25665715,30;;3296879,00;0,00;
2011;MUNICIPALIDAD DE ABANGARES;260656518,65;8851419,85;12190500,00;300000,00;24564000,00;;31790511,00;0,00;;;114171024,65;49000000,00;45203962,00;99064176,00;11027685,00;0,00;
2011;MUNICIPALIDAD DE ACOSTA;129602187,87;4873139,11;6306000,00;;;45000,00;2689290,00;0,00;;;;92454272,00;8966300,00;26347500,00;3016012,00;0,00;
2011;MUNICIPALIDAD DE ALAJUELA;2068919914,59;65802693,78;256772876,75;310528732,00;21386200,74;18630150,00;21752898,00;53693390,00;;15970000,00;102772983,13;100983014,50;606022104,09;533799986,17;751443519,39;43841723,00;
2011;MUNICIPALIDAD DE ALAJUELITA;268858199,27;2831751,65;19953216,00;8000000,00;800000,00;860000,00;1612840,00;6500,00;0,00;;0,00;0,00;309723678,93;43730000,00;;;
2011;MUNICIPALIDAD DE ALVARADO DE PACAYAS;128551719,75;906056,15;7428200,00;;18554000,00;0,00;511000,00;160000,00;45000,00;;1228677,00;13000000,00;;;;0,00;
2011;MUNICIPALIDAD DE ASERRI;336750676,25;10954164,06;18849283,20;;16272800,00;1041416,85;357630,00;293202,55;0,00;3395943,80;0,00;;;;;;
2011;MUNICIPALIDAD DE ATENAS;272034652,24;359254,70;14252473,00;;8095000,00;974940,00;1800356,00;111500,00;;180000,00;32915202,00;0,00;0,00;4419653,00;;;
2011;MUNICIPALIDAD DE BAGACES;257258706,11;12607032,51;22397050,92;2000000,00;33248600,00;300000,00;1754029,89;70000,00;0,00;241000,00;0,00;;17798109,31;67031165,05;;0,00;
2011;MUNICIPALIDAD DE BARVA;210452615,12;14564845,60;18263221,61;;1600000,00;;3992611,35;;;;;0,00;854960,40;0,00;4960850,00;;
2011;MUNICIPALIDAD DE BELEN;654337478,78;13498346,86;27775245,71;24030903,60;15310086,00;12301219,40;27259671,18;23765818,63;24999999,99;;11825160,00;1200000,00;9800000,00;125408334,00;320001799,00;0,00;
2011;MUNICIPALIDAD DE BUENOS AIRES;212605318,74;9268740,86;13216563,46;;58092720,00;91000,00;;1610000,00;1200000,00;2682500,00;3066479,68;0,00;232831274,00;666698863,87;;0,00;
2011;MUNICIPALIDAD DE CARRILLO GUANACASTE;654249202,11;22215489,14;31665086,00;22610049,57;58096108,62;9656887,94;20545500,00;1476170,00;;1707000,00;2895154,48;13272796,80;43112514,03;696130031,41;1380892207,64;75656000,00;
2011;MUNICIPALIDAD DE CARTAGO;1917856451,82;69610721,80;114199211,80;305000,00;98753715,60;36800790,90;39282010,00;63440378,09;7565961,68;42917991,10;64507658,83;58783835,50;383719652,98;84539766,90;63452171,98;;
2011;MUNICIPALIDAD DE CAÑAS;313359341,91;47088926,65;14424480,00;;102320340,00;;30420402,54;3007871,75;8103119,65;700000,00;98338760,00;0,00;46004961,40;25775040,00;2126000,00;;
2011;MUNICIPALIDAD DE CORREDORES;315824286,76;26270489,59;19525536,00;394000,00;41178796,11;2832876,00;904425,00;;;;845435,00;22432212,00;329381623,35;12024808,00;0,00;0,00;
2011;MUNICIPALIDAD DE COTO BRUS;195007304,51;10350954,00;10478700,00;2670000,00;46759600,00;906060,00;568770,00;;;;307965,00;17576000,00;;176886433,33;;158381500,00;
2011;MUNICIPALIDAD DE CURRIDABAT;1174183867,91;21190477,66;37054008,39;25165021,50;12208728,00;1456200,00;26406226,68;4589096,51;18117954,00;0,00;68547946,26;262890866,10;24955000,00;176591105,50;13685563,30;0,00;
2011;MUNICIPALIDAD DE DESAMPARADOS;1447686430,63;62797614,14;134879572,26;;47181211,67;12964171,80;8584300,12;23362498,23;;;0,00;11150397,40;33385722,00;0,00;;0,00;
2011;MUNICIPALIDAD DE DOTA;76992795,48;6822172,22;2788000,00;;;;;875542,25;;;945273,80;;30300595,34;84136888,41;23739625,25;;
2011;MUNICIPALIDAD DE EL GUARCO;183331462,87;1265570,34;15403887,39;;2932921,54;1438000,00;5726396,37;0,00;;;1667488,70;0,00;1820000,00;277427617,97;11945000,00;0,00;
2011;MUNICIPALIDAD DE ESCAZU;1401658371,70;47181347,09;76795404,11;146175967,31;82605650,00;5752078,44;2186748,62;4874618,00;;10682348,49;6311613,99;346809418,01;111999388,21;206371482,88;82042500,00;0,00;
2011;MUNICIPALIDAD DE ESPARZA;337461746,77;16644003,61;23043706,71;0,00;13288200,00;0,00;9230482,69;3618632,40;202200,00;0,00;50553614,51;;46874592,31;20357700,00;7300000,00;0,00;
2011;MUNICIPALIDAD DE FLORES;224170824,57;5093647,31;14511000,00;7141500,00;;546390,00;1359390,00;6364235,95;1859078,00;11224039,70;2985000,00;1000000,00;0,00;146408370,09;44832913,30;;
2011;MUNICIPALIDAD DE GARABITO;715587180,43;10578236,65;16492896,00;12077281,00;10652514,00;1070319,77;12365380,75;25941915,00;0,00;;95172427,54;4837685,00;4200000,00;2000000,00;0,00;;
2011;MUNICIPALIDAD DE GOICOECHEA;1044878064,06;26206186,91;73087563,67;;28848600,00;17744740,00;1837259,00;97518718,85;2055500,00;94803886,52;255442405,75;11269975,00;108998528,73;13501533,55;85393476,43;0,00;
2011;MUNICIPALIDAD DE GOLFITO;463193354,05;25889604,67;10993000,00;6001600,00;142885282,68;0,00;456204,00;47422,00;;;45747088,06;;53063953,41;201086298,88;;0,00;
2011;MUNICIPALIDAD DE GRECIA;559917001,23;16559341,95;46046005,09;;51529604,00;6266790,00;6034009,00;30876695,45;1646700,00;10041916,55;21275362,00;11300495,00;36717200,00;46120054,50;449017164,80;0,00;
2011;MUNICIPALIDAD DE GUACIMO;199858209,25;6080052,39;15511875,25;4326000,00;8630000,00;858000,00;841538,28;1683100,00;;;75000,00;;5298505,00;19226000,00;356000,00;0,00;
2011;MUNICIPALIDAD DE GUATUSO;84284579,00;2983543,00;11083456,00;2625000,00;30233600,00;2352800,00;261363,00;331549,00;;;45598016,00;0,00;0,00;109275299,00;;0,00;
2011;MUNICIPALIDAD DE HEREDIA;1131908433,18;58930887,93;99227624,20;;31275000,00;1802990,00;50876100,15;41104272,63;;1051618,00;33809631,00;41845949,00;446697908,15;1183733664,35;68895920,00;4970000,00;
2011;MUNICIPALIDAD DE HOJANCHA;114036338,00;1587076,00;9846452,00;;84686600,00;;818173,00;;;445000,00;;;0,00;;;0,00;
2011;MUNICIPALIDAD DE JIMENEZ;111243642,00;5840577,00;3268416,00;;32897316,00;;1725040,00;1239700,00;19415398,00;14428389,50;0,00;13453855,85;2238686,14;;;0,00;
2011;MUNICIPALIDAD DE LA CRUZ GUANACASTE;279698903,46;11454175,05;14606853,76;0,00;144404429,00;1450000,00;382612,00;1115000,00;;;;11214257,00;75941678,00;0,00;17756750,00;83243000,00;
2011;MUNICIPALIDAD DE LA UNION;905334940,66;49765641,45;89521087,15;12826311,75;128806951,00;8353290,00;13718295,66;22829433,64;0,00;2000000,00;48959222,60;83558401,20;26009809,73;431537774,10;116499200,00;0,00;
2011;MUNICIPALIDAD DE LEON CORTES;82178011,23;;2858933,54;;23544955,76;;;;0,00;;;;25870996,77;128491597,57;34761018,94;0,00;
2011;MUNICIPALIDAD DE LIBERIA;796835879,27;26228630,00;28001064,87;;30516455,00;2742022,60;13855889,20;2850690,00;0,00;0,00;500000,00;12510538,80;65758018,19;98985777,90;29119550,00;;
2011;MUNICIPALIDAD DE LIMON;941534484,41;24816719,97;33207788,84;;23405485,00;3431810,00;31924865,74;52136216,52;38092168,54;125002744,36;158433212,00;65013221,07;;;;;
2011;MUNICIPALIDAD DE LOS CHILES;105689343,40;7392671,00;9548800,00;;31111654,10;200000,00;742500,00;500000,00;;;41054500,00;15827175,15;161468788,91;233585250,40;3920000,00;0,00;
2011;MUNICIPALIDAD DE MATINA;238747678,33;6299225,27;19353174,80;;0,00;560600,00;1647130,00;875200,00;;;1601061,00;0,00;13568500,00;123503979,40;7190000,00;0,00;
2011;MUNICIPALIDAD DE MONTES DE OCA;916460388,04;1718106,50;36483793,20;;16149227,65;0,00;5166763,70;5482207,15;;;954512,00;17998643,00;42447377,00;218540121,40;21990642,00;0,00;
2011;MUNICIPALIDAD DE MONTES DE ORO;139229821,05;13325844,90;12023200,00;;18498300,00;380000,00;6382551,00;7200000,00;9879940,00;23616922,00;50971000,00;7900000,00;;0,00;;0,00;
2011;MUNICIPALIDAD DE MORA;257259768,35;2473690,19;14879646,00;10403000,00;1606963,00;1195230,00;;3009000,00;;;0,00;19174496,00;35615324,87;7481278,78;4275400,00;0,00;
2011;MUNICIPALIDAD DE MORAVIA;709494612,23;7290163,90;38280327,90;2415000,00;5690750,00;0,00;211206,00;710700,00;;;2732267,00;0,00;0,00;6680218,05;1156000,00;;
2011;MUNICIPALIDAD DE NANDAYURE;181226152,87;11365065,72;10705627,00;;31108000,00;625680,00;11407737,45;;0,00;;255400,00;14960380,80;1396000,00;31046191,62;1500000,00;30000000,00;
2011;MUNICIPALIDAD DE NARANJO;341760333,03;7300843,98;13224600,00;;80396944,94;332500,00;6809873,14;;;475000,00;0,00;0,00;8090684,00;0,00;300000,00;0,00;
2011;MUNICIPALIDAD DE NICOYA;388900473,39;7274923,80;30597091,85;;76338800,00;2671105,00;18534694,00;2908684,52;5000000,40;980000,00;0,00;355000,00;200356150,78;346489243,82;34311899,94;58000000,00;
2011;MUNICIPALIDAD DE OREAMUNO;316470913,89;7749428,92;25506247,75;0,00;21246444,23;577000,00;914647,48;110000,00;;;720533,88;0,00;8164859,50;88871946,65;0,00;0,00;
2011;MUNICIPALIDAD DE OROTINA;280214234,90;13536517,28;18776347,32;;6798180,00;467000,00;8776837,47;9120000,00;;350000,00;2969765,40;19932000,00;79584120,36;69549700,40;8960756,58;154000000,00;
2011;MUNICIPALIDAD DE OSA;384736774,50;10078585,69;14896791,00;0,00;67448500,00;;4668128,25;;;;870000,00;0,00;20793291,16;170525854,80;;0,00;
2011;MUNICIPALIDAD DE PALMARES;218794923,25;3036348,84;17202320,74;;70412892,02;2125600,00;7079960,78;694050,00;3154500,00;185000,00;4671627,91;;42352048,18;;;;
2011;MUNICIPALIDAD DE PARAISO;456879143,67;12128599,88;34824187,70;;13946000,00;1940491,00;15180445,13;5819600,00;298752,80;17646003,00;98105743,60;30377650,00;83941830,00;105365256,00;0,00;0,00;
2011;MUNICIPALIDAD DE PARRITA;355019419,12;13232283,45;7843951,20;40481006,22;28744600,00;3023639,42;5388287,45;7297115,68;43330890,22;;0,00;15714468,00;;;;;
2011;MUNICIPALIDAD DE PEREZ ZELEDON;954095942,34;28407179,70;31746898,75;29954887,68;33803641,20;3965800,00;35971210,11;1293600,00;;;1938968,50;;0,00;90832254,93;;55000000,00;
2011;MUNICIPALIDAD DE POAS;228791650,00;5704747,00;22963004,00;40000,00;12405100,00;695620,00;5612260,35;;;;0,00;21720806,20;650000,00;26962117,81;550000,00;8883547,91;
2011;MUNICIPALIDAD DE POCOCI;670930034,39;11478869,71;65185114,18;4179896,00;218812634,23;13199875,00;0,00;0,00;;;10591474,50;55819609,00;173702233,35;170637805,00;4891475,00;0,00;
2011;MUNICIPALIDAD DE PUNTARENAS;999916169,23;83236369,23;61942551,70;;61774000,00;1201240,00;4925996,39;202656,00;;0,00;13905059,98;13385680,00;3136966,00;0,00;;3861102,00;
2011;MUNICIPALIDAD DE PURISCAL;211508939,62;2736778,24;7567504,00;;5016100,00;100000,00;0,00;0,00;;;0,00;56504208,56;1502500,00;63496032,60;111965577,77;;
2011;MUNICIPALIDAD DE QUEPOS;611659016,38;25381784,77;37121998,86;;18628901,70;1543427,40;13885789,33;;;;0,00;25446117,96;2993463,64;119694905,65;9152192,56;;
2011;MUNICIPALIDAD DE SAN CARLOS;980072479,03;66246035,58;100947327,32;;130819324,50;28498849,44;101899129,06;5358915,61;;21746975,99;15000000,00;475010940,00;192574654,55;1244551716,04;805240463,52;57487240,30;
2011;MUNICIPALIDAD DE SAN ISIDRO DE HEREDIA;199483839,83;8359778,00;29894771,00;;23902163,20;27000,00;9396351,00;3288000,00;0,00;;1475000,00;0,00;62663311,00;83717521,04;975000,00;0,00;
2011;MUNICIPALIDAD DE SAN JOSE;9795705345,09;1035235549,55;258515577,99;235513267,00;900658823,56;19404945,00;20393973,79;92269580,24;0,00;0,00;222497371,15;275398929,63;987933065,92;262697563,30;7000000,00;507037939,61;0,00
2011;MUNICIPALIDAD DE SAN MATEO;98880220,06;1865311,81;12586109,11;;983500,00;145000,00;1117636,00;0,00;0,00;;100470000,00;0,00;0,00;18526520,00;0,00;;
2011;MUNICIPALIDAD DE SAN PABLO DE HEREDIA;273542360,32;3997214,83;14571200,19;;21291200,00;10092008,00;7268900,70;12573252,67;3898250,00;629100,00;;46017827,98;;;;;
2011;MUNICIPALIDAD DE SAN RAFAEL DE HEREDIA;330369438,13;19096188,02;30809985,50;500000,00;8747420,00;3583000,00;8012340,00;5695510,00;0,00;5083770,00;;14750000,00;27168375,73;150660475,52;;0,00;
2011;MUNICIPALIDAD DE SAN RAMON;503293772,17;17287704,60;27053254,00;12000000,00;18429400,00;6021108,00;31364694,00;23816674,46;;;13000144,00;249199104,00;3432330,99;0,00;125376439,87;35000000,00;
